id,time,location,latitude,longitude,depth,magnitude,url
nn00075865,2003-11-18 06:59:34.830,"59km WNW of Tonopah, Nevada",38.2257,-117.8748,9.1,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/nn00075865
usp000cdrc,2003-11-23 12:19:59.750,Nevada,40.729,-115.148,10.0,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cdrc
usp000cem7,2003-12-05 22:53:57.670,"Baja California, Mexico",28.872,-113.183,10.0,4.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cem7
se605386,2003-12-09 20:59:18.700,"16km E of Weber City, Virginia",37.774,-78.1,10.0,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/se605386
ci9966033,2003-12-20 16:35:23.880,"38km E of Big Pine, CA",37.1788333,-117.8551667,7.753,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/ci9966033
nc21323712,2003-12-22 19:15:56.240,Central California,35.7005,-121.1005,8.382,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/nc21323712
nc21323713,2003-12-22 19:26:07.230,Central California,35.6318333,-121.0551667,7.796,4.73,https://earthquake.usgs.gov/earthquakes/eventpage/nc21323713
nc21323714,2003-12-22 19:28:45.830,Central California,35.63,-120.9823333,1.578,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/nc21323714
usp000cftd,2003-12-22 19:30:09.000,Central California,35.647,-121.026,8.0,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cftd
nc68005767,2003-12-22 19:31:05.190,Central California,35.534,-120.832,3.587,4.02,https://earthquake.usgs.gov/earthquakes/eventpage/nc68005767
ci9966477,2003-12-22 19:53:30.200,"10km N of Cambria, CA",35.6511667,-121.0716667,6.514,4.69,https://earthquake.usgs.gov/earthquakes/eventpage/ci9966477
nc30500281,2003-12-22 20:06:14.670,Central California,35.687,-121.1068333,6.848,4.14,https://earthquake.usgs.gov/earthquakes/eventpage/nc30500281
nc30500441,2003-12-22 20:41:09.880,Central California,35.5861667,-120.8871667,2.753,4.28,https://earthquake.usgs.gov/earthquakes/eventpage/nc30500441
nc30500293,2003-12-22 21:31:36.410,Central California,35.7076667,-121.0661667,4.859,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/nc30500293
nc30226891,2003-12-22 23:52:36.810,Central California,35.5366667,-120.886,3.473,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/nc30226891
usp000cfu9,2003-12-23 01:44:27.530,Gulf of California,27.207,-111.482,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cfu9
nc30500512,2003-12-23 02:06:55.320,Central California,35.6845,-121.1068333,6.085,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/nc30500512
nc21324210,2003-12-23 03:46:00.940,Central California,35.691,-121.1166667,7.063,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/nc21324210
nc30226902,2003-12-23 05:30:19.340,Central California,35.66,-121.1078333,6.757,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/nc30226902
nc68006297,2003-12-23 09:41:49.190,Central California,35.5296667,-120.9126667,2.826,4.07,https://earthquake.usgs.gov/earthquakes/eventpage/nc68006297
nc21324051,2003-12-23 18:17:11.210,Central California,35.6456667,-121.0536667,7.787,4.7,https://earthquake.usgs.gov/earthquakes/eventpage/nc21324051
nc30500583,2003-12-25 05:21:59.310,Central California,35.6483333,-121.0968333,5.283,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/nc30500583
ci9968977,2003-12-25 11:50:02.560,"11km W of Templeton, CA",35.5476667,-120.8286667,4.591,4.41,https://earthquake.usgs.gov/earthquakes/eventpage/ci9968977
ci14018508,2004-01-02 10:44:52.640,"16km NNW of Cambria, CA",35.7013321,-121.13517,6.369,4.41,https://earthquake.usgs.gov/earthquakes/eventpage/ci14018508
nc30226905,2004-01-02 10:47:40.120,Central California,35.6995,-121.1468333,6.711,4.14,https://earthquake.usgs.gov/earthquakes/eventpage/nc30226905
usp000chbr,2004-01-07 07:51:37.320,Wyoming,43.571,-110.383,3.1,5.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000chbr
usp000chbw,2004-01-07 08:44:21.500,Wyoming,43.597,-110.405,5.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000chbw
usp000chbz,2004-01-07 09:23:46.690,Wyoming,43.586,-110.404,5.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000chbz
usp000chnz,2004-01-11 13:36:35.970,Gulf of California,27.068,-111.404,10.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000chnz
ci9983429,2004-02-14 12:43:11.230,"22km N of Pine Mountain Club, CA",35.0398333,-119.145,10.447,4.34,https://earthquake.usgs.gov/earthquakes/eventpage/ci9983429
nc21344222,2004-02-18 20:37:46.420,Northern California,38.8366667,-122.7671667,2.551,4.58,https://earthquake.usgs.gov/earthquakes/eventpage/nc21344222
nc21350824,2004-03-16 06:38:32.570,Central California,36.805,-121.5203333,4.652,4.25,https://earthquake.usgs.gov/earthquakes/eventpage/nc21350824
nc21351360,2004-03-17 23:53:07.280,Central California,35.7306667,-121.075,4.271,4.51,https://earthquake.usgs.gov/earthquakes/eventpage/nc21351360
usp000cqku,2004-03-22 08:57:11.940,Gulf of California,25.918,-109.821,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cqku
usp000cqm5,2004-03-22 12:09:56.460,New Mexico,36.855,-104.851,5.0,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cqm5
usp000crva,2004-04-06 19:01:02.700,"Nuevo Leon, Mexico",25.172,-99.532,37.7,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000crva
usp000crxj,2004-04-07 15:54:12.700,Wyoming,43.603,-110.397,5.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000crxj
ci10006857,2004-05-09 08:57:17.300,"15km W of Isla Vista, CA",34.3946667,-120.0223333,3.91,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/ci10006857
nn00105745,2004-05-16 01:29:39.277,Nevada,37.2798,-114.84,0.0,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/nn00105745
usp000cvz7,2004-05-23 09:22:05.280,New Mexico,32.525,-104.566,5.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cvz7
nc21368407,2004-06-03 08:54:46.230,"9km NNW of Incline Village, Nevada",39.3335,-120.0083333,2.991,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/nc21368407
ci14065544,2004-06-15 22:28:48.190,"67km SE of San Clemente Is. (SE tip), CA",32.3428333,-117.9141667,9.824,4.98,https://earthquake.usgs.gov/earthquakes/eventpage/ci14065544
usp000cygd,2004-06-22 06:10:45.790,Gulf of California,25.079,-109.277,38.7,4.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cygd
usp000cz1k,2004-06-28 06:10:52.170,"10km NW of Ottawa, Illinois",41.46,-88.9,10.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cz1k
uw10616293,2004-06-30 12:21:45.400,Oregon,42.0793333,-120.2375,9.305,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/uw10616293
uw10609208,2004-07-12 16:45:00.780,offshore Oregon,44.3338333,-124.4888333,28.75,4.9,https://earthquake.usgs.gov/earthquakes/eventpage/uw10609208
ci14073800,2004-07-14 00:53:52.480,"11km NE of Thermal, CA",33.711,-116.0556667,12.651,4.02,https://earthquake.usgs.gov/earthquakes/eventpage/ci14073800
uw10614338,2004-07-22 20:26:26.980,Oregon,42.0905,-120.2401667,-0.455,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/uw10614338
ci14077668,2004-07-24 12:55:19.900,"8km ESE of Carpinteria, CA",34.3805,-119.436,3.404,4.27,https://earthquake.usgs.gov/earthquakes/eventpage/ci14077668
usp000d181,2004-08-01 06:50:47.630,New Mexico,36.874,-105.104,5.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d181
usp000d1m8,2004-08-06 11:09:16.200,Gulf of California,25.44,-109.448,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d1m8
nc21386701,2004-08-07 07:32:07.640,offshore Northern California,40.3105,-124.5731667,19.067,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/nc21386701
uw10611773,2004-08-16 21:05:53.790,Washington,46.6728333,-121.473,-1.104,4.01,https://earthquake.usgs.gov/earthquakes/eventpage/uw10611773
uw10613523,2004-08-19 06:06:03.630,offshore Oregon,44.6645,-124.3003333,27.274,4.7,https://earthquake.usgs.gov/earthquakes/eventpage/uw10613523
usp000d2gm,2004-08-20 05:46:39.750,"Baja California, Mexico",30.022,-114.141,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d2gm
usp000d2gp,2004-08-20 06:33:05.390,"Baja California, Mexico",29.861,-114.047,10.0,4.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d2gp
usp000d2gq,2004-08-20 06:36:35.090,Gulf of California,30.267,-113.958,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d2gq
usp000d2gv,2004-08-20 08:06:15.330,"Baja California, Mexico",28.218,-113.12,10.0,4.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d2gv
usp000d2ka,2004-08-21 07:58:26.480,Gulf of California,27.385,-111.55,10.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d2ka
ci14086684,2004-08-22 01:25:12.350,"3km WSW of Delta, B.C., MX",32.3418333,-115.2241667,5.987,4.16,https://earthquake.usgs.gov/earthquakes/eventpage/ci14086684
ci14088052,2004-08-30 04:30:57.070,"8km N of Soledad, CA",36.493,-121.3134995,5.153,4.61,https://earthquake.usgs.gov/earthquakes/eventpage/ci14088052
usp000d367,2004-08-30 05:35:16.150,"offshore Baja California, Mexico",29.519,-116.554,10.0,5.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d367
usp000d4as,2004-09-15 10:18:33.110,"Baja California, Mexico",29.97,-113.988,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d4as
usp000d4ax,2004-09-15 13:19:27.750,"offshore Baja California Sur, Mexico",25.012,-112.474,10.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d4ax
nc21396039,2004-09-18 07:07:59.960,"47km NNE of Mammoth Lakes, California",38.0108333,-118.6711667,6.07,4.11,https://earthquake.usgs.gov/earthquakes/eventpage/nc21396039
nc21396205,2004-09-18 23:02:17.750,"47km NNE of Mammoth Lakes, California",38.0095,-118.6785,3.355,5.4,https://earthquake.usgs.gov/earthquakes/eventpage/nc21396205
nc30500748,2004-09-18 23:43:41.490,"49km NE of Mammoth Lakes, California",38.0233333,-118.658,0.431,5.35,https://earthquake.usgs.gov/earthquakes/eventpage/nc30500748
nc21396218,2004-09-18 23:47:58.520,"50km NE of Mammoth Lakes, California",38.0271667,-118.6463333,5.748,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/nc21396218
nc21397068,2004-09-20 16:51:04.810,Central California,38.0276667,-118.6425,2.185,4.67,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397068
usp000d4zn,2004-09-24 14:43:11.370,Gulf of California,28.565,-112.725,10.0,5.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d4zn
nc30228270,2004-09-28 17:15:24.250,"18km N of Shandon, California",35.8181667,-120.366,8.136,5.97,https://earthquake.usgs.gov/earthquakes/eventpage/nc30228270
nc30228271,2004-09-28 17:19:06.810,Central California,35.8571667,-120.4063333,8.503,4.15,https://earthquake.usgs.gov/earthquakes/eventpage/nc30228271
nc21400459,2004-09-28 17:19:23.920,Central California,35.8443333,-120.4015,8.243,4.12,https://earthquake.usgs.gov/earthquakes/eventpage/nc21400459
nc21400461,2004-09-28 17:24:15.280,Central California,35.8045,-120.3498333,5.998,4.71,https://earthquake.usgs.gov/earthquakes/eventpage/nc21400461
nc21400474,2004-09-28 19:31:27.810,Central California,35.8385,-120.388,8.683,4.03,https://earthquake.usgs.gov/earthquakes/eventpage/nc21400474
nc21401069,2004-09-29 17:10:04.030,Central California,35.9536667,-120.5021667,10.772,5.0,https://earthquake.usgs.gov/earthquakes/eventpage/nc21401069
ci14095628,2004-09-29 22:54:54.240,"25km SSW of Bodfish, California",35.3898333,-118.6235,2.788,5.03,https://earthquake.usgs.gov/earthquakes/eventpage/ci14095628
nc21401170,2004-09-30 18:54:28.840,Central California,35.988,-120.5378333,9.889,4.88,https://earthquake.usgs.gov/earthquakes/eventpage/nc21401170
nc21402583,2004-10-02 12:22:09.050,Central California,35.5431667,-120.8156667,4.97,4.06,https://earthquake.usgs.gov/earthquakes/eventpage/nc21402583
nn00116291,2004-10-08 16:32:32.425,"8km SE of Currant, Nevada",38.6873,-115.4114,1.1,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00116291
nc21405798,2004-10-09 03:45:48.680,"45km NE of Mammoth Lakes, California",37.9788333,-118.6588333,5.445,4.52,https://earthquake.usgs.gov/earthquakes/eventpage/nc21405798
usp000d6bp,2004-10-14 01:04:21.820,Gulf of California,27.706,-111.985,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d6bp
usp000d7vf,2004-11-07 06:54:59.000,Colorado,38.236,-108.915,0.6,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d7vf
uu50292720,2004-11-07 06:54:59.810,Colorado,38.2273333,-108.9133333,3.58,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/uu50292720
usp000d7vw,2004-11-07 11:20:21.430,"8km NNW of Eutaw, Alabama",32.649,-87.933,5.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d7vw
ci10059745,2004-11-13 17:39:16.930,"10km N of Big Bear City, CA",34.3535,-116.8446667,8.029,4.19,https://earthquake.usgs.gov/earthquakes/eventpage/ci10059745
nc21422178,2004-11-24 02:06:04.510,Central California,36.6068333,-121.209,6.403,4.35,https://earthquake.usgs.gov/earthquakes/eventpage/nc21422178
nc21423530,2004-11-29 01:54:14.510,Central California,35.9448333,-120.4923333,9.664,4.17,https://earthquake.usgs.gov/earthquakes/eventpage/nc21423530
usp000d9rd,2004-12-01 18:56:25.990,Gulf of California,25.461,-109.176,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d9rd
nc21425113,2004-12-05 01:48:04.750,Northern California,40.7388333,-123.8153333,27.983,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/nc21425113
nc21426829,2004-12-12 09:13:33.570,Northern California,40.6965,-123.8673333,27.519,4.42,https://earthquake.usgs.gov/earthquakes/eventpage/nc21426829
usp000dahe,2004-12-12 09:13:33.570,Northern California,40.697,-123.867,28.5,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dahe
usp000dbv6,2004-12-27 10:36:22.970,Northern California,38.748,-122.726,3.7,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dbv6
nc21430438,2004-12-27 10:36:22.970,Northern California,38.7491667,-122.7263333,2.891,4.31,https://earthquake.usgs.gov/earthquakes/eventpage/nc21430438
ci14116972,2005-01-06 14:35:27.680,"3km NNE of Fontana, CA",34.1238333,-117.4448333,6.148,4.42,https://earthquake.usgs.gov/earthquakes/eventpage/ci14116972
ci14118096,2005-01-12 08:10:46.380,"10km E of Desert Hot Springs, CA",33.9526667,-116.3953333,7.107,4.26,https://earthquake.usgs.gov/earthquakes/eventpage/ci14118096
usp000df7r,2005-01-30 11:37:50.700,Arizona,34.766,-111.079,5.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000df7r
ci14123056,2005-02-02 13:17:39.740,"38km ENE of Ensenada, B.C., MX",31.9385,-116.223,6.58,4.05,https://earthquake.usgs.gov/earthquakes/eventpage/ci14123056
nc21437727,2005-02-05 18:43:30.310,Northern California,37.4003333,-121.4833333,7.195,4.18,https://earthquake.usgs.gov/earthquakes/eventpage/nc21437727
usp000dfky,2005-02-06 08:46:12.130,Gulf of California,27.677,-111.983,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dfky
nm605688,2005-02-10 14:04:53.790,"6km E of Caraway, Arkansas",35.7591667,-90.2498333,15.48,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/nm605688
ci10081017,2005-02-15 22:23:27.310,"57km E of Maneadero, B.C., MX",31.6483333,-115.9715,3.692,4.21,https://earthquake.usgs.gov/earthquakes/eventpage/ci10081017
usp000dgrs,2005-02-22 19:15:49.910,Gulf of California,25.669,-109.97,10.0,5.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dgrs
usp000dhc3,2005-03-02 11:12:57.420,Arizona,34.715,-110.97,5.0,5.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dhc3
usp000dhn5,2005-03-06 06:17:49.000,"St. Lawrence Valley region, Quebec, Canada",47.75,-69.73,13.3,4.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dhn5
nc21445149,2005-03-13 22:09:12.760,Central California,37.4536667,-118.8398333,5.448,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/nc21445149
nc21446031,2005-03-17 23:21:30.230,offshore Northern California,40.743,-124.478,26.825,4.08,https://earthquake.usgs.gov/earthquakes/eventpage/nc21446031
nc21446135,2005-03-18 07:23:58.490,offshore Northern California,40.3706667,-124.972,17.08,4.85,https://earthquake.usgs.gov/earthquakes/eventpage/nc21446135
ci14138080,2005-04-16 19:18:13.400,"20km ESE of Maricopa, CA",35.0223333,-119.191,9.288,4.59,https://earthquake.usgs.gov/earthquakes/eventpage/ci14138080
ci14138740,2005-04-19 18:17:59.050,"87km SSW of Alberto Oviedo Mota, B.C., MX",31.5166667,-115.5483333,5.925,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/ci14138740
usp000dpb5,2005-04-27 00:24:13.850,"Baja California, Mexico",30.227,-114.118,10.0,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dpb5
usp000dpb7,2005-04-27 00:32:59.020,"Baja California, Mexico",30.253,-114.132,10.0,5.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dpb7
nm605742,2005-05-01 12:37:31.500,"5km SSE of Manila, Arkansas",35.835,-90.147,10.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/nm605742
ci10097009,2005-05-06 02:29:09.510,"20km E of Maricopa, CA",35.0306667,-119.1813333,10.678,4.06,https://earthquake.usgs.gov/earthquakes/eventpage/ci10097009
nc21455182,2005-05-08 08:43:55.350,Northern California,38.3783333,-122.1623333,8.527,4.14,https://earthquake.usgs.gov/earthquakes/eventpage/nc21455182
nc21455621,2005-05-09 22:37:39.060,Northern California,38.7885,-122.7546667,-0.514,4.33,https://earthquake.usgs.gov/earthquakes/eventpage/nc21455621
nc21455783,2005-05-10 20:21:10.510,Northern California,40.9461667,-121.7576667,17.106,4.43,https://earthquake.usgs.gov/earthquakes/eventpage/nc21455783
nc21456837,2005-05-16 07:24:37.510,Central California,35.9288333,-120.477,9.476,4.48,https://earthquake.usgs.gov/earthquakes/eventpage/nc21456837
ci14146956,2005-05-21 00:39:32.690,"11km NW of Ocotillo Wells, CA",33.2235,-116.2048333,14.864,4.06,https://earthquake.usgs.gov/earthquakes/eventpage/ci14146956
nc21458268,2005-05-23 19:59:58.660,Central California,35.6696667,-121.0835,5.489,4.07,https://earthquake.usgs.gov/earthquakes/eventpage/nc21458268
nm605762,2005-06-02 11:35:11.200,"12km S of Ridgely, Tennessee",36.1501667,-89.4735,15.02,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/nm605762
ci14151344,2005-06-12 15:41:46.520,"10km ESE of Anza, CA",33.5325,-116.5666667,13.051,5.2,https://earthquake.usgs.gov/earthquakes/eventpage/ci14151344
ci14155260,2005-06-16 20:53:26.020,"4km NE of Yucaipa, CA",34.058,-117.0113333,10.558,4.88,https://earthquake.usgs.gov/earthquakes/eventpage/ci14155260
usp000dtsw,2005-06-24 02:22:46.660,Gulf of California,25.254,-109.702,10.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dtsw
nc21465580,2005-06-26 18:45:57.790,"7km N of Tahoe Vista, California",39.305,-120.0928333,-2.261,4.77,https://earthquake.usgs.gov/earthquakes/eventpage/nc21465580
ci14165408,2005-07-24 12:59:42.870,"44km SE of Santa Rosa Is., CA",33.674,-119.761,5.832,4.11,https://earthquake.usgs.gov/earthquakes/eventpage/ci14165408
usp000dvxx,2005-07-26 04:08:37.160,western Montana,45.365,-112.615,12.9,5.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dvxx
usp000dw2d,2005-07-27 15:51:45.850,western Montana,45.38,-112.601,5.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dw2d
ci14169456,2005-08-06 05:40:33.460,"14km NW of Coso Junction, CA",36.1391667,-118.045,-1.829,4.38,https://earthquake.usgs.gov/earthquakes/eventpage/ci14169456
usp000dwzf,2005-08-08 23:55:12.920,"off the coast of Baja California Sur, Mexico",25.244,-113.198,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dwzf
usp000dx3j,2005-08-10 22:08:16.960,New Mexico,36.952,-104.822,5.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dx3j
usp000dx3k,2005-08-10 22:08:22.610,New Mexico,36.947,-104.833,5.0,5.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dx3k
usp000dxvg,2005-08-22 23:31:28.300,"Baja California, Mexico",30.487,-114.442,5.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dxvg
nc21479484,2005-08-25 02:27:44.280,Northern California,40.4816667,-124.3086667,26.711,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/nc21479484
usp000dy05,2005-08-25 02:27:44.280,Northern California,40.482,-124.308,27.3,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dy05
ci14178184,2005-08-31 22:47:45.530,"12km WNW of Calipatria, CA",33.1663333,-115.6351667,4.003,4.63,https://earthquake.usgs.gov/earthquakes/eventpage/ci14178184
ci14178188,2005-08-31 22:50:24.030,"10km WNW of Calipatria, CA",33.1721667,-115.6115,2.003,4.46,https://earthquake.usgs.gov/earthquakes/eventpage/ci14178188
ci14178212,2005-08-31 23:07:16.450,"11km WNW of Calipatria, CA",33.1758333,-115.618,4.622,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/ci14178212
ci14178236,2005-08-31 23:27:32.190,"8km SW of Niland, CA",33.1983333,-115.5891667,2.892,4.45,https://earthquake.usgs.gov/earthquakes/eventpage/ci14178236
ci14178248,2005-08-31 23:32:11.040,"10km SW of Niland, CA",33.1896667,-115.603,4.267,4.57,https://earthquake.usgs.gov/earthquakes/eventpage/ci14178248
ci14179292,2005-09-01 13:50:20.190,"12km WNW of Calipatria, CA",33.1783333,-115.6328333,0.004,4.48,https://earthquake.usgs.gov/earthquakes/eventpage/ci14179292
ci12217067,2005-09-02 01:27:18.610,"12km WNW of Calipatria, CA",33.1748333,-115.6311667,4.977,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/ci12217067
ci14179736,2005-09-02 01:27:19.590,"13km WNW of Calipatria, CA",33.1533333,-115.6463333,1.207,5.08,https://earthquake.usgs.gov/earthquakes/eventpage/ci14179736
nn00190934,2005-09-16 15:09:44.424,"8km ENE of Johnson Lane, Nevada",39.0647,-119.6272,10.4,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/nn00190934
ci14186608,2005-09-22 20:24:04.880,"12km NW of Grapevine, CA",35.0338333,-119.0096667,10.145,4.47,https://earthquake.usgs.gov/earthquakes/eventpage/ci14186608
ci14186612,2005-09-22 20:24:48.620,"14km NW of Grapevine, CA",35.0433333,-119.0143333,10.005,4.69,https://earthquake.usgs.gov/earthquakes/eventpage/ci14186612
ci14186628,2005-09-22 20:30:52.410,"13km NNW of Grapevine, CA",35.0448333,-119.007,10.185,4.18,https://earthquake.usgs.gov/earthquakes/eventpage/ci14186628
nc21487037,2005-10-02 13:48:09.410,Central California,35.6476667,-121.0916667,4.516,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/nc21487037
ci10146417,2005-10-08 12:17:46.010,"14km N of Cambria, CA",35.6913338,-121.1054993,1.839,4.05,https://earthquake.usgs.gov/earthquakes/eventpage/ci10146417
ci10147909,2005-10-16 21:11:35.010,"44km SSE of San Clemente Is. (SE tip), CA",32.4545,-118.1633333,9.778,4.99,https://earthquake.usgs.gov/earthquakes/eventpage/ci10147909
ci10148369,2005-10-18 04:08:41.520,"11km N of Cabazon, CA",34.0141667,-116.7753333,15.676,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/ci10148369
ci10148421,2005-10-18 07:31:03.470,"11km N of Cabazon, CA",34.0121667,-116.7755,17.785,4.42,https://earthquake.usgs.gov/earthquakes/eventpage/ci10148421
nc21490245,2005-10-19 00:05:12.030,Northern California,38.835,-122.881,2.009,4.14,https://earthquake.usgs.gov/earthquakes/eventpage/nc21490245
ci10148829,2005-10-19 08:51:26.010,"40km SSE of San Clemente Is. (SE tip), CA",32.4966667,-118.145,9.85,4.26,https://earthquake.usgs.gov/earthquakes/eventpage/ci10148829
usp000e2bp,2005-10-20 21:16:28.750,"southern Ontario, Canada",44.677,-80.482,11.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e2bp
usp000e365,2005-10-31 00:23:30.930,western Montana,44.874,-113.399,5.0,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e365
uw10684038,2005-11-23 20:53:15.300,Washington,48.8538333,-122.138,-0.71,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/uw10684038
usp000e518,2005-11-27 18:56:01.740,Gulf of California,25.542,-109.636,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e518
usp000e51u,2005-11-27 23:58:14.470,Gulf of California,25.694,-109.817,10.0,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e51u
ci14201764,2005-12-03 07:49:34.590,"8km N of Big Bear City, CA",34.329,-116.8331667,3.672,4.17,https://earthquake.usgs.gov/earthquakes/eventpage/ci14201764
usp000e6f9,2005-12-19 20:27:40.370,New Mexico,32.528,-104.549,5.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e6f9
usp000e7hu,2006-01-03 21:58:23.780,Gulf of California,28.327,-112.095,10.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e7hu
usp000e7j4,2006-01-04 01:05:08.770,"Baja California Sur, Mexico",27.959,-112.143,10.0,5.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e7j4
usp000e7j5,2006-01-04 01:17:09.780,"Baja California Sur, Mexico",27.621,-112.134,10.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e7j5
usp000e7ja,2006-01-04 03:45:06.260,"Baja California Sur, Mexico",27.953,-112.135,10.0,4.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e7ja
usp000e7jn,2006-01-04 08:30:39.610,Gulf of California,28.001,-112.255,10.0,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e7jn
usp000e7jp,2006-01-04 08:32:32.400,Gulf of California,28.164,-112.117,14.0,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e7jp
usp000e7jr,2006-01-04 09:05:54.720,Gulf of California,28.45,-112.467,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e7jr
usp000e7js,2006-01-04 09:17:54.800,Gulf of California,28.003,-112.468,10.0,4.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e7js
usp000e7jt,2006-01-04 09:19:44.370,Gulf of California,28.417,-112.593,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e7jt
